Route_name,Activity,Starting_Point,Distance,Elevation_gain,Rank1,Rank2,ImageUrl1,ImageUrl2,ImageUrl3
Castellfollit de la Roca - Baumes de Caxurma - Ermita Mare de Déu de la Devesa - Mare de Déu de Mont-ros - Castellfollit,Senderisme,"a prop de Castellfollit de la Roca, Catalunya (España)","10,67km",439m,92,4.58,https://s2.wklcdn.com/image_1/45562/9712970/5812517.400x300.jpg,https://s1.wklcdn.com/image_1/45562/9712970/5812543.400x300.jpg,https://s0.wklcdn.com/image_1/45562/9712970/5812560.400x300.jpg
120201 100 Cims.VILAPLANA. Les Tosques-Mussara-Punta i Pla Airasses-Mas del Pistol-Garrigots.,Senderisme,"a prop de Vilaplana, Catalunya (España)","14,03km",646m,92,4.73,https://s2.wklcdn.com/image_3/106466/2454709/951740.400x300.jpg,https://s0.wklcdn.com/image_3/106466/2454709/951741.400x300.jpg,https://s1.wklcdn.com/image_3/106466/2454709/951742.400x300.jpg
(100 CIMS) Vilalleons + Santuari de Puig l'agulla + Creu de Montagut + L'Enclusa + Vilalleons,Senderisme,"a prop de Vilalleons, Catalunya (España)","9,10km",319m,92,4.56,https://s2.wklcdn.com/image_6/199587/12518680/7692749.400x300.jpg,https://s0.wklcdn.com/image_6/199587/12518680/7692807.400x300.jpg,https://s2.wklcdn.com/image_6/199587/12518680/7692833.400x300.jpg
Sant Cugat- Pi d´en Xandri-Sant Adjutori-Sant Medir- Can Jané-Pantà de Can Borrell-EO,Senderisme,"a prop de Sant Cugat del Vallès, Catalunya (España)","11,72km",234m,92,5.0,https://s2.wklcdn.com/image_57/1715215/20194556/12635159.400x300.jpg,https://s1.wklcdn.com/image_57/1715215/20194556/12635161.400x300.jpg,https://s2.wklcdn.com/image_57/1715215/20194556/12635168.400x300.jpg
"Santa Fe del Montseny, Turó d'Arenys i Font i Torrent de Maria Negre",Senderisme,"a prop de Santa Fe del Montseny, Catalunya (España)","12,22km",563m,92,4.73,https://s1.wklcdn.com/image_25/778544/39066589/25302973.400x300.jpg,https://s0.wklcdn.com/image_25/778544/39066590/25302618.400x300.jpg,https://s1.wklcdn.com/image_25/778544/39066591/25302631.400x300.jpg
200701 Alt Pirineu. Vall de Cardós. Pla de Boavi - Cascada de Broate,Senderisme,"a prop de Tabescán, Catalunya (España)","7,63km",300m,92,4.83,https://s1.wklcdn.com/image_3/106466/52001050/34516306.400x300.jpg,https://s2.wklcdn.com/image_3/106466/52001050/34516307.400x300.jpg,https://s2.wklcdn.com/image_3/106466/52001050/34516310.400x300.jpg
Sant Joan Les Fonts - Ruta de les tres Colades - Ruta de les Fonts,Senderisme,"a prop de Sant Joan les Fonts, Catalunya (España)","6,88km",174m,92,4.25,https://s0.wklcdn.com/image_15/453606/15708956/9798138.400x300.jpg,https://s2.wklcdn.com/image_15/453606/15708956/9798140.400x300.jpg,https://s1.wklcdn.com/image_15/453606/15708956/9798142.400x300.jpg
Vilafranca del Penedès - Sant Sadurní d'Anoia,Senderisme,"a prop de Vilafranca del Penedès, Catalunya (España)","19,88km",170m,92,4.92,https://s2.wklcdn.com/image_23/704442/21961241/13853807.400x300.jpg,https://s1.wklcdn.com/image_23/704442/21961242/13853812.400x300.jpg,https://s2.wklcdn.com/image_23/704442/21961243/13853828.400x300.jpg
VII Trobada Wikilocquerus 2020 - Ullastret - Mª de Déu de Socors - Canapost - Clots de Sant Julià – Peratallada,Senderisme,"a prop de Ullastret, Catalunya (España)","15,67km",203m,92,4.93,https://s2.wklcdn.com/image_0/13796/45587783/29986625.400x300.jpg,https://s1.wklcdn.com/image_0/13796/45587784/29986648.400x300.jpg,https://s2.wklcdn.com/image_0/13796/45587784/29986649.400x300.jpg
176 - Sant Sadurní de Gallifa - Gallifa -Sant Feliu de Codines - Vallès Occidental - 100 cims FEEC,Senderisme,"a prop de Gallifa, Catalunya (España)","9,19km",608m,92,4.83,https://s2.wklcdn.com/image_25/772700/23758792/15097466.400x300.jpg,https://s1.wklcdn.com/image_25/772700/23758792/15097480.400x300.jpg,https://s0.wklcdn.com/image_25/772700/23758792/15097491.400x300.jpg
Camins del Vi i del Cava - El Castellot - Castellví de la Marca,Senderisme,"a prop de La Múnia, Catalunya (España)","8,26km",381m,92,4.92,https://s0.wklcdn.com/image_23/704442/13676167/8460681.400x300.jpg,https://s2.wklcdn.com/image_23/704442/13676167/8460683.400x300.jpg,https://s1.wklcdn.com/image_23/704442/13676167/8480539.400x300.jpg
CASTELL DE ROSET des de VILADA,Senderisme,"a prop de Vilada, Catalunya (España)","9,43km",429m,92,4.8,https://s1.wklcdn.com/image_14/426937/16382154/10271752.400x300.jpg,https://s1.wklcdn.com/image_14/426937/16382154/10271758.400x300.jpg,https://s0.wklcdn.com/image_14/426937/16382154/10272198.400x300.jpg
Orís - Sant Salvador de Bellver - Balma de Serinyà - Font de les Donzelles . Castell d'Orís (Osona),Senderisme,"a prop de Orís, Catalunya (España)","9,25km",388m,92,4.47,https://s0.wklcdn.com/image_1/45562/35842082/23179704.400x300.jpg,https://s2.wklcdn.com/image_1/45562/35842082/23179718.400x300.jpg,https://s1.wklcdn.com/image_1/45562/35842082/23179756.400x300.jpg
"Lo Coscollet i Sant Salvador del Corb per Coll de Mu, Canal de la Jaça, Clot i Pla d’Aubenç i Coll de Creus des de Cortiuda",Senderisme,"a prop de La Gavarra, Catalunya (España)","23,11km",1354m,92,5.0,https://s0.wklcdn.com/image_32/961503/52293468/34713810.400x300.jpg,https://s0.wklcdn.com/image_32/961503/52293468/34713816.400x300.jpg,https://s0.wklcdn.com/image_32/961503/52293468/34713822.400x300.jpg
"Turons Rodó, Céllecs i Mataró per Coves Foradades de Can Nadal i Can Gol, Bosc de Ruscalleda i Pedres de les Creus i Orenetes",Senderisme,"a prop de La Roca del Vallès, Catalunya (España)","13,65km",527m,92,4.63,https://s1.wklcdn.com/image_32/961503/60331086/40221838.400x300.jpg,https://s2.wklcdn.com/image_32/961503/60331086/40221848.400x300.jpg,https://s0.wklcdn.com/image_32/961503/60331086/40223466.400x300.jpg
Volta a Collserola des del Laberint,Senderisme,"a prop de Horta, Catalunya (España)","7,38km",356m,92,4.61,https://s0.wklcdn.com/image_33/1017838/21686122/13656177.400x300.jpg,https://s1.wklcdn.com/image_33/1017838/21686122/13656178.400x300.jpg,https://s2.wklcdn.com/image_33/1017838/21686122/13656179.400x300.jpg
Baixador de Vallvidrera Sant Medir Sant Cugat,Senderisme,"a prop de la Rabassada, Catalunya (España)","12,81km",567m,92,4.89,https://s1.wklcdn.com/image_33/999417/13527708/8367436.400x300.jpg,https://s2.wklcdn.com/image_33/999417/13527708/8367449.400x300.jpg,https://s2.wklcdn.com/image_33/999417/13527708/8367458.400x300.jpg
COLLSEROLA - Poblat Ibèric la Penya del Moro - Sant Just Desvern - St. Feliu de Llobregat,Senderisme,"a prop de Sant Feliu de Llobregat, Catalunya (España)","12,38km",338m,92,5.0,https://s1.wklcdn.com/image_23/704442/23745097/15091819.400x300.jpg,https://s2.wklcdn.com/image_23/704442/23745097/15091940.400x300.jpg,https://s2.wklcdn.com/image_23/704442/23745097/15091973.400x300.jpg
"Romanyà de la Selva, Gavarres: Suros centenaris, Cova d'en Daina, megàlits i miradors naturals",Senderisme,"a prop de Romanyà de la Selva, Catalunya (España)","6,74km",191m,92,5.0,https://s1.wklcdn.com/image_7/219430/7676618/4402126.400x300.jpg,https://s0.wklcdn.com/image_7/219430/7676618/4402128.400x300.jpg,https://s0.wklcdn.com/image_7/219430/7676618/4402131.400x300.jpg
"Collada de Sentigosa, gorg de Santa Llúcia, Santa Llúcia de Puigmal i Cascades de Pedra de la Riera de Torrents",Senderisme,"a prop de Vallfogona, Catalunya (España)","8,12km",365m,92,5.0,https://s2.wklcdn.com/image_27/821139/54482198/36650765.400x300.jpg,https://s1.wklcdn.com/image_27/821139/54482198/36650806.400x300.jpg,https://s0.wklcdn.com/image_27/821139/54482198/36650883.400x300.jpg
100403 Els PORTS. Arnes - Riuet de les Valls - Coll de Xertó - Toll de Vidre - Arnes,Senderisme,"a prop de Arnes, Catalunya (España)","8,29km",262m,91,4.89,https://s1.wklcdn.com/image_3/106466/1141424/394006.400x300.jpg,https://s2.wklcdn.com/image_3/106466/1141424/394007.400x300.jpg,https://s1.wklcdn.com/image_3/106466/1141424/394009.400x300.jpg
El Puig de les Agudes des de Setcases,Senderisme,"a prop de Setcases, Catalunya (España)","10,17km",794m,91,4.73,https://s2.wklcdn.com/image_15/452970/15680401/9795641.400x300.jpg,https://s0.wklcdn.com/image_15/452970/15680401/9795708.400x300.jpg,https://s0.wklcdn.com/image_15/452970/15680401/9795729.400x300.jpg
"Grony de la Torre pel Torrent i Molí de la Crespiera, Dólmen de Puig Rodó i Sant Pere de Ferrerons des del Molí Nou (Moià)",Senderisme,"a prop de Moià, Catalunya (España)","17,53km",462m,91,4.86,https://s2.wklcdn.com/image_32/961503/60787963/40498013.400x300.jpg,https://s2.wklcdn.com/image_32/961503/60787963/40498022.400x300.jpg,https://s1.wklcdn.com/image_32/961503/60787963/40498027.400x300.jpg
Sant Cristòfol d'Usall-Platja d'Espolla-Salt de Martís-Coves de Serinyà,Senderisme,"a prop de Usall, Catalunya (España)","13,23km",61m,91,4.93,https://s2.wklcdn.com/image_22/679265/30766484/19728164.400x300.jpg,https://s1.wklcdn.com/image_22/679265/30766485/19728172.400x300.jpg,https://s1.wklcdn.com/image_22/679265/30766485/19728181.400x300.jpg
Aigüestortes: Planell d'Aigüestortes-Planell Gran-Prats d'Aiguadassi-Estany Llong-Estany Redó (Parc Nacional-Alta Ribagorça),Senderisme,"a prop de Pla de l'Ermita, Catalunya (España)","14,15km",448m,91,5.0,https://s1.wklcdn.com/image_40/1205870/27903099/18135784.400x300.jpg,https://s2.wklcdn.com/image_40/1205870/27903099/18136154.400x300.jpg,https://s0.wklcdn.com/image_40/1205870/27903099/18136305.400x300.jpg
Pedraforca 360º,Senderisme,"a prop de Gósol, Catalunya (España)","16,74km",619m,91,4.67,https://s0.wklcdn.com/image_25/764412/15237023/9480261.400x300.jpg,https://s2.wklcdn.com/image_25/764412/15237023/9480266.400x300.jpg,https://s2.wklcdn.com/image_25/764412/15237023/9480269.400x300.jpg
Les Dunes,Senderisme,"a prop de l'Estartit, Catalunya (España)","10,80km",129m,91,5.0,https://s0.wklcdn.com/image_8/257588/11128503/6744582.400x300.jpg,https://s1.wklcdn.com/image_8/257588/11128503/6744583.400x300.jpg,https://s0.wklcdn.com/image_8/257588/11128505/6744585.400x300.jpg
Aiguafreda-Riera de Martinet-l'Afrau-Muralla de Montgròs-Sant Martí d'Aiguafreda de Dalt-Dolmen de Cruïlles-La LLobeta,Senderisme,"a prop de La Llobeta, Catalunya (España)","16,19km",674m,91,4.6,https://s1.wklcdn.com/image_1/45562/36709909/23775235.400x300.jpg,https://s2.wklcdn.com/image_1/45562/36709909/23775260.400x300.jpg,https://s0.wklcdn.com/image_1/45562/36709909/23775270.400x300.jpg
VI Trobada Wikilocquerus Calonge - Can Mont - Castellbarri - Roques Bessones - Corriol Senglar - Font Folc 2019-02-02 8:09,Senderisme,"a prop de Calonge, Catalunya (España)","12,90km",435m,91,4.85,https://s1.wklcdn.com/image_1/34039/32746160/21082624.400x300.jpg,https://s2.wklcdn.com/image_1/34039/32746160/21082625.400x300.jpg,https://s0.wklcdn.com/image_1/34039/32746160/21082626.400x300.jpg
OLOT A LA FAGEDA D' EN JORDÀ I TORNAR PER LA MOIXINA,Senderisme,"a prop de Olot, Catalunya (España)","11,79km",201m,91,4.92,https://s1.wklcdn.com/image_16/493097/43411400/28402225.400x300.jpg,https://s1.wklcdn.com/image_16/493097/43411400/28402231.400x300.jpg,https://s1.wklcdn.com/image_16/493097/43411400/28402237.400x300.jpg
"Sidillà patrimoni, 21-ABR-18",Senderisme,"a prop de Colomers, Catalunya (España)","6,64km",26m,91,5.0,https://s1.wklcdn.com/image_1/42322/24276949/15498016.400x300.jpg,https://s2.wklcdn.com/image_1/42322/24276949/15498017.400x300.jpg,https://s0.wklcdn.com/image_1/42322/24276949/15498018.400x300.jpg
Vallgorguina-Dolmen de Pedra Gentil-Santa Eulàlia de Tapioles-Can Clarenç.,Senderisme,"a prop de Vallgorguina, Catalunya (España)","7,60km",197m,91,5.0,https://s2.wklcdn.com/image_57/1715215/17900229/11298764.400x300.jpg,https://s2.wklcdn.com/image_57/1715215/17900229/11298773.400x300.jpg,https://s2.wklcdn.com/image_57/1715215/17900229/11298779.400x300.jpg
Port de la Selva - Vall de la Sta. Creu - S. Salvador de Verdera - Sant Pere de Rodes - Selva de Mar,Senderisme,"a prop de el Port de la Selva, Catalunya (España)","17,41km",722m,91,4.44,https://s0.wklcdn.com/image_5/156652/5793394/3106602.400x300.jpg,https://s0.wklcdn.com/image_5/156652/5793394/3106605.400x300.jpg,https://s2.wklcdn.com/image_5/156652/5793394/3106616.400x300.jpg
"Turons del Castelló i de les Arenes pel Sot del Carme, Torrent del Carner, Camí del Riu Ripoll, Ermita d les Arenes i 8 Fonts",Senderisme,"a prop de Sant Feliu del Racó, Catalunya (España)","14,48km",495m,91,4.92,https://s1.wklcdn.com/image_32/961503/26149376/24285481.400x300.jpg,https://s1.wklcdn.com/image_32/961503/26149376/24285484.400x300.jpg,https://s0.wklcdn.com/image_32/961503/26149376/24285489.400x300.jpg
Altafulla - CASTELL de TAMARIT - Punta de LA MORA - Cantera Romana El MÈDOL - CASTELL de FERRÀN.  150415,Senderisme,"a prop de Altafulla, Catalunya (España)","11,33km",192m,91,5.0,https://s2.wklcdn.com/image_23/704442/9382459/5585291.400x300.jpg,https://s1.wklcdn.com/image_23/704442/9382459/5585302.400x300.jpg,https://s0.wklcdn.com/image_23/704442/9382459/5585325.400x300.jpg
"De Colera a Portbou pels Camins de Ronda, Cims (Puig del Claper i Puig de Cerverà), Caps, Puntes, Cales, Platges i Búnquers",Senderisme,"a prop de Colera, Catalunya (España)","15,04km",733m,91,5.0,https://s2.wklcdn.com/image_32/961503/43866813/28714286.400x300.jpg,https://s1.wklcdn.com/image_32/961503/43866813/28714294.400x300.jpg,https://s1.wklcdn.com/image_32/961503/43866813/28714300.400x300.jpg
Gorgs del riu del Puig (Hostalets d'en Bas-Falgars),Senderisme,"a prop de els Hostalets d'en Bas, Catalunya (España)","13,02km",552m,91,5.0,https://s2.wklcdn.com/image_11/346608/8451482/4942814.400x300.jpg,https://s2.wklcdn.com/image_11/346608/8451482/4942817.400x300.jpg,https://s0.wklcdn.com/image_11/346608/8451482/4942821.400x300.jpg
Alzina del Salari-Font d la Pola-Hospital de Sang-Pins Cargolats-Balma Debanadors-Alzina Bonica-Graons de Mura-Font Traginers,Senderisme,"a prop de Mura, Catalunya (España)","12,06km",581m,91,4.62,https://s2.wklcdn.com/image_11/346608/13769000/8519795.400x300.jpg,https://s1.wklcdn.com/image_11/346608/13769000/8519797.400x300.jpg,https://s1.wklcdn.com/image_11/346608/13769001/8519800.400x300.jpg
Vallter 2000 – Pic de la Dona – Pic de Bacivers – Pic de Bastiments – Ulldeter,Senderisme,"a prop de Setcases, Catalunya (España)","11,98km",904m,91,4.92,https://s0.wklcdn.com/image_5/156652/27327486/17451546.400x300.jpg,https://s1.wklcdn.com/image_5/156652/27327486/17451547.400x300.jpg,https://s1.wklcdn.com/image_5/156652/27327486/17451550.400x300.jpg
"Puig de Bestrecà pel Grau d’Escaladuix, Vall d’Hortmoier, Grau i Tuta d’Escales i esglésies de StAndreu, StMiquel i d’Escales",Senderisme,"a prop de Oix, Catalunya (España)","21,60km",1049m,91,4.93,https://s2.wklcdn.com/image_32/961503/49901254/33195998.400x300.jpg,https://s2.wklcdn.com/image_32/961503/49901254/33196040.400x300.jpg,https://s0.wklcdn.com/image_32/961503/49901254/33196056.400x300.jpg
Prades-Tossal de la Baltasana-Mas del Gravat-L'Abellera-Prades,Senderisme,"a prop de Prades, Catalunya (España)","15,26km",588m,91,4.59,https://s1.wklcdn.com/image_20/606326/5499996/2894500.400x300.jpg,https://s1.wklcdn.com/image_20/606326/5499996/2894503.400x300.jpg,https://s2.wklcdn.com/image_20/606326/5499996/2894507.400x300.jpg
120510 VILANOVA PRADES. SERRA de la LLENA (Sant Miquel Tosca) i BARRANC DE VIERN (Vallclara),Senderisme,"a prop de Vilanova de Prades, Catalunya (España)","17,47km",694m,91,4.54,https://s1.wklcdn.com/image_3/106466/2823473/1143757.400x300.jpg,https://s2.wklcdn.com/image_3/106466/2823473/1143758.400x300.jpg,https://s0.wklcdn.com/image_3/106466/2823473/1143759.400x300.jpg
110330 MONTSANT.Grau Grallera-Pi Cugat-Clot Cirer-Grau Salfores-Racó Missa-Camí Cartoxans-La Morera,Senderisme,"a prop de la Morera de Montsant, Catalunya (España)","12,61km",782m,91,4.67,https://s1.wklcdn.com/image_3/106466/1575789/537796.400x300.jpg,https://s0.wklcdn.com/image_3/106466/1575789/537798.400x300.jpg,https://s2.wklcdn.com/image_3/106466/1575789/537800.400x300.jpg
Torrelles de Llobregat-Coves de Can Riera-Penya del Moro-Cova Bogunyà o del Polvoví-Puig Vicenç(468m)-Balma del Cucut-Torrelles,Senderisme,"a prop de Torrelles de Llobregat, Catalunya (España)","17,93km",815m,91,4.41,https://s0.wklcdn.com/image_1/45562/16687122/10476966.400x300.jpg,https://s0.wklcdn.com/image_1/45562/16687122/10476969.400x300.jpg,https://s0.wklcdn.com/image_1/45562/16687122/10476978.400x300.jpg
Collsuspina - Les Coves del Toll - Torrent del Gomar - Gorg de les Olletes - Sender del Toll - Gorg de l'Ubart - Camí Ral,Senderisme,"a prop de Collsuspina, Catalunya (España)","11,91km",191m,91,4.47,https://s2.wklcdn.com/image_40/1207187/23603805/14985698.400x300.jpg,https://s2.wklcdn.com/image_40/1207187/23603805/14985701.400x300.jpg,https://s2.wklcdn.com/image_40/1207187/23603805/14985704.400x300.jpg
200630 Alt Pirineu . Unarre - Cerbi- Bordes - Aurós - Unarre,Senderisme,"a prop de Unarre, Catalunya (España)","6,32km",245m,91,5.0,https://s2.wklcdn.com/image_3/106466/51945022/34479275.400x300.jpg,https://s2.wklcdn.com/image_3/106466/51945022/34479278.400x300.jpg,https://s1.wklcdn.com/image_3/106466/51945022/34479280.400x300.jpg
Collserola. De Pedralbes a Sant-Cugat,Senderisme,"a prop de Pedralbes, Catalunya (España)","16,35km",464m,91,4.78,https://s2.wklcdn.com/image_33/1017838/27105732/17314712.400x300.jpg,https://s2.wklcdn.com/image_33/1017838/27105733/17314724.400x300.jpg,https://s0.wklcdn.com/image_33/1017838/27105734/17314728.400x300.jpg
Platja d'Aiguablava - Camí de Ronda - Platja Fonda - Platja Sa Tuna - Begur - Puig de Ses Falugues - Aiguablava,Senderisme,"a prop de Aiguablava, Catalunya (España)","15,73km",827m,91,4.83,https://s2.wklcdn.com/image_1/45562/47739561/31996505.400x300.jpg,https://s0.wklcdn.com/image_1/45562/47739561/31996515.400x300.jpg,https://s2.wklcdn.com/image_1/45562/47739561/31996529.400x300.jpg
"Puigs de les Àligues, Curull i Miralles pel Salt del Molí, Serra de Curull, Ras Manter, Hort de Getsemaní i Bauma de la Vila",Senderisme,"a prop de Vidrà, Catalunya (España)","20,90km",1068m,91,4.45,https://s1.wklcdn.com/image_32/961503/15424082/26482282.400x300.jpg,https://s1.wklcdn.com/image_32/961503/15424082/26482291.400x300.jpg,https://s1.wklcdn.com/image_32/961503/15424082/26482300.400x300.jpg
160317 BAIX CAMP. 100 Cims. ' Puig d'en Cama ' pel camí del Rec des de La Selva del Camp,Senderisme,"a prop de La Selva del Camp, Catalunya (España)","12,26km",624m,91,4.67,https://s1.wklcdn.com/image_3/106466/12597502/7743124.400x300.jpg,https://s2.wklcdn.com/image_3/106466/12597502/7743125.400x300.jpg,https://s1.wklcdn.com/image_3/106466/12597502/7743130.400x300.jpg
169. Senderisme en tren: Santuari de Bellmunt des de Torelló pel PR-C 45 i la carena de Serragrenyada,Senderisme,"a prop de Torelló, Catalunya (España)","20,35km",954m,91,4.71,https://s1.wklcdn.com/image_14/438461/16700109/10484677.400x300.jpg,https://s2.wklcdn.com/image_14/438461/16700109/10484678.400x300.jpg,https://s1.wklcdn.com/image_14/438461/16700109/10484680.400x300.jpg
Sant Jaume de Llierca - Montagut - Pont de Llierca - Tortellà - Sant Jaume de Llierca,Senderisme,"a prop de Santa Magdalena, Catalunya (España)","14,28km",241m,91,5.0,https://s1.wklcdn.com/image_15/453606/21776788/13719763.400x300.jpg,https://s2.wklcdn.com/image_15/453606/21776788/13719764.400x300.jpg,https://s2.wklcdn.com/image_15/453606/21776788/13719767.400x300.jpg
028 - Molló Puntaire per Castelló - Vandellós - 100 cims FEEC,Senderisme,"a prop de Castelló, Catalunya (España)","11,51km",574m,91,4.93,https://s2.wklcdn.com/image_25/772700/36206674/23438219.400x300.jpg,https://s2.wklcdn.com/image_25/772700/36206674/23438222.400x300.jpg,https://s0.wklcdn.com/image_25/772700/36206674/23438226.400x300.jpg
"110513 Serra de la  MUSSARA. Ruta dels Carlins des del Refugi, passant per la Mussara i les Airasses",Senderisme,"a prop de Vilaplana, Catalunya (España)","7,08km",329m,91,4.75,https://s1.wklcdn.com/image_3/106466/1692584/587794.400x300.jpg,https://s2.wklcdn.com/image_3/106466/1692584/587795.400x300.jpg,https://s0.wklcdn.com/image_3/106466/1692584/587796.400x300.jpg
Palafrugell-Tamariu-Cala Pedrosa,Senderisme,"a prop de Palafrugell, Catalunya (España)","10,46km",172m,91,5.0,https://s1.wklcdn.com/image_0/13796/21611291/13602472.400x300.jpg,https://s0.wklcdn.com/image_0/13796/21611292/13602516.400x300.jpg,https://s2.wklcdn.com/image_0/13796/21611292/13602518.400x300.jpg
"Grau de l'Escletxa, La Cogulla, Clot del Cirer i Grau dels Barrots",Senderisme,"a prop de la Morera de Montsant, Catalunya (España)","15,88km",696m,91,4.78,https://s0.wklcdn.com/image_1/37954/6665247/3727530.400x300.jpg,https://s2.wklcdn.com/image_1/37954/6665247/3727532.400x300.jpg,https://s0.wklcdn.com/image_1/37954/6665247/3727539.400x300.jpg
Cims per la Llibertat. Sant Jeroni des de Santa Cecília de Montserrat,Senderisme,"a prop de Monistrol de Montserrat, Catalunya (España)","10,93km",1207m,91,4.9,https://s2.wklcdn.com/image_33/1017838/30030985/19219811.400x300.jpg,https://s0.wklcdn.com/image_33/1017838/30030985/19219833.400x300.jpg,https://s0.wklcdn.com/image_33/1017838/30030985/19219857.400x300.jpg
Vidrà - Salt del Molí del Salt - La Tosca de Degollats - Santuari de Bellmunt - Coll de Vidrà - Vidrà,Senderisme,"a prop de Vidrà, Catalunya (España)","10,15km",731m,91,4.79,https://s1.wklcdn.com/image_6/194342/9255360/5494072.400x300.jpg,https://s0.wklcdn.com/image_6/194342/9255360/5494074.400x300.jpg,https://s1.wklcdn.com/image_6/194342/9255360/5494084.400x300.jpg
Vallter-Coll de la Marrana-Pic de Bacivers-Bastiments-Coll de la Marrana,Senderisme,"a prop de Setcases, Catalunya (España)","10,35km",807m,91,5.0,https://s0.wklcdn.com/image_0/5542/28316694/18090090.400x300.jpg,https://s1.wklcdn.com/image_0/5542/28316694/18090091.400x300.jpg,https://s2.wklcdn.com/image_0/5542/28316694/18090095.400x300.jpg
La Foradada del Montsià - Sant Carles de la Ràpita,Senderisme,"a prop de Sant Carles de la Ràpita, Catalunya (España)","12,15km",648m,91,4.83,https://s1.wklcdn.com/image_23/704442/33104275/21649963.400x300.jpg,https://s2.wklcdn.com/image_23/704442/33104275/21650015.400x300.jpg,https://s0.wklcdn.com/image_23/704442/33104275/21650226.400x300.jpg
Sadernes-Sant Aniol d'Aguja-Puig de Bassegoda (1374 m.)-Mare de Déu de les Agulles-Sant Feliu de Riu,Senderisme,"a prop de Sadernes, Catalunya (España)","20,20km",1284m,91,4.84,https://s2.wklcdn.com/image_1/45562/33312364/21463967.400x300.jpg,https://s2.wklcdn.com/image_1/45562/33312364/21464015.400x300.jpg,https://s1.wklcdn.com/image_1/45562/33312364/21464044.400x300.jpg
"ELS HOSTALETS, CAMÍ RAL DE VIC, FALGARS I SANT MIQUEL DE CASTELLÓ.",Senderisme,"a prop de els Hostalets d'en Bas, Catalunya (España)","13,37km",599m,91,4.83,https://s0.wklcdn.com/image_6/187156/21510037/13524612.400x300.jpg,https://s1.wklcdn.com/image_6/187156/21510037/13524616.400x300.jpg,https://s2.wklcdn.com/image_6/187156/21510037/13524623.400x300.jpg
"Berga, Fumanya – Sant Pere de Madrona – Santuari de Queralt – Cingles de Queralt – Font Calenta",Senderisme,"a prop de Berga, Catalunya (España)","12,42km",733m,91,4.33,https://s0.wklcdn.com/image_5/156652/15823929/9884382.400x300.jpg,https://s0.wklcdn.com/image_5/156652/15823929/9884385.400x300.jpg,https://s2.wklcdn.com/image_5/156652/15823929/9884390.400x300.jpg
"MONTSERRAT INTEGRAL. Volta completa des de Can Maçana, Montgròs, Sant Jeroni, Monestir + Moreneta",Senderisme,"a prop de El Bruc, Catalunya (España)","23,20km",2242m,91,5.0,https://s2.wklcdn.com/image_22/676598/30938936/19846496.400x300.jpg,https://s0.wklcdn.com/image_22/676598/30938936/19846500.400x300.jpg,https://s2.wklcdn.com/image_22/676598/30938936/19846502.400x300.jpg
05/15 Tarragona | Platja Móra-camí ronda-Tamarit-Desemb. Gaià-Sant Antoni Pàdua (Altafulla)-Ferran-St Simplici-Mèdol {350m+},Senderisme,"a prop de Torre de la Mora, Catalunya (España)","14,40km",209m,91,4.67,https://s2.wklcdn.com/image_22/672647/10677820/7405379.400x300.jpg,https://s0.wklcdn.com/image_22/672647/10677820/7405428.400x300.jpg,https://s1.wklcdn.com/image_22/672647/10677820/7405432.400x300.jpg
190502 Serra de Llaberia.Font Bullidor-Camí del Recingle-Miranda-Foradada-Portell Llaberia-Coll del Guix des de Colldejou,Senderisme,"a prop de Colldejou, Catalunya (España)","11,42km",700m,91,4.73,https://s0.wklcdn.com/image_3/106466/35991300/23280144.400x300.jpg,https://s2.wklcdn.com/image_3/106466/35991300/23280146.400x300.jpg,https://s1.wklcdn.com/image_3/106466/35991301/23280151.400x300.jpg
"Guialmons, antics camins de Les Piles -Figuerola, Sant Gallard- i Molins de Santa Coloma de Queralt",Senderisme,"a prop de Guialmons, Catalunya (España)","11,83km",251m,91,4.75,https://s2.wklcdn.com/image_7/219430/8545180/5007782.400x300.jpg,https://s0.wklcdn.com/image_7/219430/8545180/5007783.400x300.jpg,https://s2.wklcdn.com/image_7/219430/8545180/5007785.400x300.jpg
LA RUTA DE LES TRES FONTS,Senderisme,"a prop de Bescanó, Catalunya (España)","11,51km",339m,91,4.73,https://s0.wklcdn.com/image_4/131260/9613628/5740797.400x300.jpg,https://s1.wklcdn.com/image_4/131260/9613628/5740801.400x300.jpg,https://s0.wklcdn.com/image_4/131260/9613628/5740803.400x300.jpg
"Matagalls des de Bordoriol i pel Torrent del Sot de les Cordes, la Goitadora i el Turó Gros del Pujol (Osona-Vallès Oriental)",Senderisme,"a prop de Vehinat de Lliors, Catalunya (España)","13,41km",744m,91,4.5,https://s0.wklcdn.com/image_40/1205870/44994362/30933303.400x300.jpg,https://s1.wklcdn.com/image_40/1205870/44994362/35821651.400x300.jpg,https://s2.wklcdn.com/image_40/1205870/44994362/35821670.400x300.jpg
"De Ansovell a la Mare de Déu del Boscal, el Querforadat i Cava pels Camins Vells, el Cortal Roig i Colls d’Oruga i Cristià",Senderisme,"a prop de Ansovell, Catalunya (España)","15,79km",831m,91,5.0,https://s2.wklcdn.com/image_32/961503/36657845/23740526.400x300.jpg,https://s1.wklcdn.com/image_32/961503/36657845/23740531.400x300.jpg,https://s0.wklcdn.com/image_32/961503/36657845/23740533.400x300.jpg
